aircraft_id,component_id,flight_cycles,failure_within_10_cycles,risk_score,risk_tier,alert
AC04,LandingGear,309.0,0.0,4.702565e-05,LOW,0
AC04,LandingGear,310.0,0.0,1.9216774e-05,LOW,0
AC04,LandingGear,311.0,0.0,0.00011540286,LOW,0
AC04,LandingGear,314.0,0.0,5.5734145e-05,LOW,0
AC04,LandingGear,315.0,0.0,0.00019342313,LOW,0
AC04,LandingGear,319.0,0.0,0.00022129144,LOW,0
AC04,LandingGear,323.0,0.0,0.0005356965,LOW,0
AC04,LandingGear,324.0,0.0,0.00032651855,LOW,0
AC04,LandingGear,325.0,0.0,9.969095e-05,LOW,0
AC04,LandingGear,327.0,0.0,4.1615425e-05,LOW,0
AC04,LandingGear,331.0,0.0,3.9475588e-05,LOW,0
AC04,LandingGear,332.0,0.0,6.3524974e-05,LOW,0
AC04,LandingGear,336.0,0.0,0.00010248175,LOW,0
AC04,LandingGear,340.0,0.0,0.00014635759,LOW,0
AC04,LandingGear,341.0,0.0,0.0002613704,LOW,0
AC04,LandingGear,344.0,0.0,0.00010801289,LOW,0
AC04,LandingGear,345.0,0.0,0.0002036455,LOW,0
AC04,LandingGear,346.0,0.0,0.00015026277,LOW,0
AC05,Engine2,1.0,0.0,0.000107617176,LOW,0
AC05,Engine2,2.0,0.0,9.403742e-05,LOW,0
AC05,Engine2,6.0,0.0,0.00016485671,LOW,0
AC05,Engine2,10.0,0.0,0.00013691606,LOW,0
AC05,Engine2,13.0,0.0,8.1298305e-05,LOW,0
AC05,Engine2,14.0,0.0,5.8876576e-05,LOW,0
AC05,Engine2,15.0,0.0,2.6632011e-05,LOW,0
AC05,Engine2,18.0,0.0,3.2251177e-05,LOW,0
AC05,Engine2,22.0,0.0,3.6161822e-05,LOW,0
AC05,Engine2,25.0,0.0,4.1048246e-05,LOW,0
AC05,Engine2,29.0,0.0,6.220519e-05,LOW,0
AC05,Engine2,33.0,0.0,5.5315322e-05,LOW,0
AC05,Engine2,36.0,0.0,3.754231e-05,LOW,0
AC05,Engine2,40.0,0.0,8.5695545e-05,LOW,0
AC05,Engine2,43.0,0.0,4.3869248e-05,LOW,0
AC05,Engine2,45.0,0.0,9.373535e-05,LOW,0
AC05,Engine2,48.0,0.0,7.333305e-05,LOW,0
AC05,Engine2,51.0,0.0,3.815576e-05,LOW,0
AC05,Engine2,54.0,0.0,4.77535e-05,LOW,0
AC05,Engine2,57.0,0.0,4.9125207e-05,LOW,0
AC05,Engine2,61.0,0.0,4.471701e-05,LOW,0
AC05,Engine2,63.0,0.0,3.28086e-05,LOW,0
AC05,Engine2,67.0,0.0,4.4746568e-05,LOW,0
AC05,Engine2,68.0,0.0,8.029057e-05,LOW,0
AC05,Engine2,69.0,0.0,3.523474e-05,LOW,0
AC05,Engine2,73.0,0.0,6.321401e-05,LOW,0
AC05,Engine2,74.0,0.0,0.00011656301,LOW,0
AC05,Engine2,77.0,0.0,4.5846897e-05,LOW,0
AC05,Engine2,78.0,0.0,4.836017e-05,LOW,0
AC05,Engine2,82.0,0.0,6.722962e-05,LOW,0
AC05,Engine2,86.0,0.0,0.0001275531,LOW,0
AC05,Engine2,87.0,0.0,7.557195e-05,LOW,0
AC05,Engine2,90.0,0.0,9.76977e-05,LOW,0
AC05,Engine2,91.0,0.0,5.7581212e-05,LOW,0
AC05,Engine2,94.0,0.0,3.956566e-05,LOW,0
AC05,Engine2,97.0,0.0,4.567174e-05,LOW,0
AC05,Engine2,101.0,0.0,6.649105e-05,LOW,0
AC05,Engine2,103.0,0.0,8.5226384e-05,LOW,0
AC05,Engine2,104.0,0.0,0.00010356277,LOW,0
AC05,Engine2,107.0,0.0,6.9059904e-05,LOW,0
AC05,Engine2,111.0,0.0,9.485048e-05,LOW,0
AC05,Engine2,114.0,0.0,6.217903e-05,LOW,0
AC05,Engine2,117.0,0.0,4.204172e-05,LOW,0
AC05,Engine2,119.0,0.0,5.960249e-05,LOW,0
AC05,Engine2,121.0,0.0,3.9082657e-05,LOW,0
AC05,Engine2,124.0,0.0,2.7586208e-05,LOW,0
AC05,Engine2,125.0,0.0,6.329773e-05,LOW,0
AC05,Engine2,126.0,0.0,9.8750395e-05,LOW,0
AC05,Engine2,130.0,0.0,8.5891894e-05,LOW,0
AC05,Engine2,133.0,0.0,0.00017106759,LOW,0
AC05,Engine2,135.0,0.0,6.642799e-05,LOW,0
AC05,Engine2,139.0,0.0,7.660889e-05,LOW,0
AC05,Engine2,140.0,0.0,4.5711655e-05,LOW,0
AC05,Engine2,143.0,0.0,5.5943416e-05,LOW,0
AC05,Engine2,144.0,0.0,4.981277e-05,LOW,0
AC05,Engine2,145.0,0.0,5.7783916e-05,LOW,0
AC05,Engine2,149.0,0.0,8.127358e-05,LOW,0
AC05,Engine2,152.0,0.0,8.853064e-05,LOW,0
AC05,Engine2,153.0,0.0,5.4919696e-05,LOW,0
AC05,Engine2,154.0,0.0,4.4853336e-05,LOW,0
AC05,Engine2,158.0,0.0,4.8094433e-05,LOW,0
AC05,Engine2,161.0,0.0,8.6762266e-05,LOW,0
AC05,Engine2,163.0,0.0,7.597769e-05,LOW,0
AC05,Engine2,164.0,0.0,5.9893242e-05,LOW,0
AC05,Engine2,166.0,0.0,8.585668e-05,LOW,0
AC05,Engine2,168.0,0.0,4.7258298e-05,LOW,0
AC05,Engine2,170.0,0.0,5.327365e-05,LOW,0
AC05,Engine2,173.0,0.0,6.216368e-05,LOW,0
AC05,Engine2,175.0,0.0,5.750346e-05,LOW,0
AC05,Engine2,178.0,0.0,8.047676e-05,LOW,0
AC05,Engine2,182.0,0.0,8.915426e-05,LOW,0
AC05,Engine2,186.0,0.0,7.094528e-05,LOW,0
AC05,Engine2,189.0,0.0,6.541166e-05,LOW,0
AC05,Engine2,192.0,0.0,6.720226e-05,LOW,0
AC05,Engine2,193.0,0.0,0.00019228084,LOW,0
AC05,Engine2,196.0,0.0,7.3639494e-05,LOW,0
AC05,Engine2,197.0,0.0,0.000107891516,LOW,0
AC05,Engine2,200.0,0.0,0.000114203925,LOW,0
AC05,Engine2,202.0,0.0,4.3653617e-05,LOW,0
AC05,Engine2,204.0,0.0,0.00010661191,LOW,0
AC05,Engine2,205.0,0.0,5.9800153e-05,LOW,0
AC05,Engine2,207.0,0.0,0.00028836934,LOW,0
AC05,Engine2,210.0,0.0,0.00016567584,LOW,0
AC05,Engine2,214.0,0.0,0.0003194919,LOW,0
AC05,Engine2,216.0,0.0,0.00011110728,LOW,0
AC05,Engine2,217.0,0.0,8.1252816e-05,LOW,0
AC05,Engine2,218.0,0.0,7.026291e-05,LOW,0
AC05,Engine2,220.0,0.0,4.9456776e-05,LOW,0
AC05,Engine2,222.0,0.0,4.8740138e-05,LOW,0
AC05,Engine2,224.0,0.0,3.5203037e-05,LOW,0
AC05,Engine2,225.0,0.0,4.129454e-05,LOW,0
AC05,Engine2,226.0,0.0,3.0955915e-05,LOW,0
AC05,Engine2,229.0,0.0,3.5214252e-05,LOW,0
AC05,Engine2,232.0,0.0,7.918137e-05,LOW,0
AC05,Engine2,235.0,0.0,9.978643e-05,LOW,0
AC05,Engine2,239.0,0.0,8.434495e-05,LOW,0
AC05,Engine2,241.0,0.0,0.00011592985,LOW,0
AC05,Engine2,244.0,0.0,0.00010641943,LOW,0
AC05,Engine2,248.0,0.0,5.5911416e-05,LOW,0
AC05,Engine2,250.0,0.0,3.0266974e-05,LOW,0
AC05,Engine2,254.0,0.0,5.2908363e-05,LOW,0
AC05,Engine2,256.0,0.0,5.732759e-05,LOW,0
AC05,Engine2,260.0,0.0,0.00014194958,LOW,0
AC05,Engine2,264.0,0.0,0.00033395816,LOW,0
AC05,Engine2,267.0,0.0,0.00020745856,LOW,0
AC05,Engine2,269.0,0.0,5.038488e-05,LOW,0
AC05,Engine2,271.0,0.0,0.00011528286,LOW,0
AC05,Engine2,273.0,0.0,3.8481456e-05,LOW,0
AC05,Engine2,276.0,0.0,5.1382056e-05,LOW,0
AC05,Engine2,278.0,0.0,4.1342573e-05,LOW,0
AC05,Engine2,280.0,0.0,4.6850455e-05,LOW,0
AC05,Engine2,281.0,0.0,4.6732563e-05,LOW,0
AC05,Engine2,282.0,0.0,5.5414104e-05,LOW,0
AC05,Engine2,283.0,0.0,7.035738e-05,LOW,0
AC05,Engine2,287.0,0.0,6.5969056e-05,LOW,0
AC05,Engine2,289.0,0.0,8.5934415e-05,LOW,0
AC05,Engine2,291.0,0.0,0.00011276566,LOW,0
AC05,Engine2,294.0,0.0,7.5643045e-05,LOW,0
AC05,Engine2,298.0,0.0,6.169253e-05,LOW,0
AC05,Engine2,302.0,0.0,0.0003593296,LOW,0
AC05,Engine2,304.0,0.0,4.968141e-05,LOW,0
AC05,Engine2,307.0,0.0,0.000114848255,LOW,0
AC05,Engine2,310.0,0.0,0.00015063275,LOW,0
AC05,Engine2,311.0,0.0,0.0014107507,LOW,0
AC05,Engine2,312.0,0.0,0.0018453626,LOW,0
AC05,Engine2,314.0,0.0,0.0006747327,LOW,0
AC05,Engine2,316.0,0.0,0.0041716862,LOW,0
AC05,Engine2,320.0,0.0,0.026826978,LOW,0
AC05,Engine2,323.0,0.0,0.0043295017,LOW,0
AC05,Engine2,326.0,0.0,0.11364438,LOW,0
AC05,Engine2,327.0,0.0,0.101785235,LOW,0
AC05,Engine2,331.0,1.0,0.9993036,CRITICAL,1
AC05,Engine2,334.0,1.0,0.6978092,CRITICAL,1
AC05,Engine2,337.0,1.0,0.99941087,CRITICAL,1
AC05,Engine2,339.0,1.0,0.99942195,CRITICAL,1
AC05,Engine2,342.0,1.0,0.9998449,CRITICAL,1
AC05,Engine2,346.0,1.0,0.9998042,CRITICAL,1
AC05,Engine2,350.0,1.0,0.9989466,CRITICAL,1
AC05,Engine2,353.0,1.0,0.99914527,CRITICAL,1
AC05,Engine2,357.0,1.0,0.9988589,CRITICAL,1
AC05,Engine2,361.0,1.0,0.98395145,CRITICAL,1
AC05,Engine2,362.0,0.0,0.07432652,LOW,0
AC05,Engine2,364.0,0.0,0.0118432,LOW,0
AC05,Engine2,366.0,0.0,0.00017948724,LOW,0
AC05,Engine2,367.0,0.0,0.00042706926,LOW,0
AC05,Engine2,370.0,0.0,0.00019414742,LOW,0
AC05,Engine2,373.0,0.0,0.00035924278,LOW,0
AC05,Engine2,374.0,0.0,0.0002360037,LOW,0
AC05,Engine2,378.0,0.0,0.00013952109,LOW,0
AC05,Engine2,381.0,0.0,3.1677846e-05,LOW,0
AC05,Wing,3.0,0.0,0.0014205748,LOW,0
AC05,Wing,5.0,0.0,9.5677045e-05,LOW,0
AC05,Wing,7.0,0.0,0.0003739364,LOW,0
AC05,Wing,10.0,0.0,0.0004283305,LOW,0
AC05,Wing,11.0,0.0,0.00010416098,LOW,0
AC05,Wing,12.0,0.0,5.5782002e-05,LOW,0
AC05,Wing,13.0,0.0,3.795862e-05,LOW,0
AC05,Wing,15.0,0.0,7.837523e-05,LOW,0
AC05,Wing,19.0,0.0,3.727277e-05,LOW,0
AC05,Wing,23.0,0.0,0.00014540569,LOW,0
AC05,Wing,25.0,0.0,4.6144905e-05,LOW,0
AC05,Wing,26.0,0.0,0.00010041471,LOW,0
AC05,Wing,29.0,0.0,4.9767375e-05,LOW,0
AC05,Wing,32.0,0.0,3.3310436e-05,LOW,0
AC05,Wing,34.0,0.0,3.3114822e-05,LOW,0
AC05,Wing,35.0,0.0,5.4897908e-05,LOW,0
AC05,Wing,39.0,0.0,4.178276e-05,LOW,0
AC05,Wing,43.0,0.0,5.389321e-05,LOW,0
AC05,Wing,47.0,0.0,4.5713048e-05,LOW,0
AC05,Wing,51.0,0.0,3.6202815e-05,LOW,0
AC05,Wing,52.0,0.0,5.358287e-05,LOW,0
AC05,Wing,53.0,0.0,3.6469875e-05,LOW,0
AC05,Wing,54.0,0.0,8.1928694e-05,LOW,0
AC05,Wing,55.0,0.0,0.00015111007,LOW,0
AC05,Wing,58.0,0.0,2.2343178e-05,LOW,0
AC05,Wing,62.0,0.0,5.9644506e-05,LOW,0
AC05,Wing,64.0,0.0,5.916311e-05,LOW,0
AC05,Wing,66.0,0.0,8.6894164e-05,LOW,0
AC05,Wing,70.0,0.0,5.9133217e-05,LOW,0
AC05,Wing,72.0,0.0,0.00010434856,LOW,0
AC05,Wing,73.0,0.0,4.373224e-05,LOW,0
AC05,Wing,75.0,0.0,6.1629085e-05,LOW,0
AC05,Wing,79.0,0.0,6.702906e-05,LOW,0
AC05,Wing,83.0,0.0,2.9105277e-05,LOW,0
AC05,Wing,85.0,0.0,3.349931e-05,LOW,0
AC05,Wing,89.0,0.0,2.585737e-05,LOW,0
AC05,Wing,92.0,0.0,7.062903e-05,LOW,0
AC05,Wing,95.0,0.0,3.0343444e-05,LOW,0
AC05,Wing,98.0,0.0,2.4568793e-05,LOW,0
AC05,Wing,101.0,0.0,4.8221093e-05,LOW,0
AC05,Wing,102.0,0.0,6.184769e-05,LOW,0
AC05,Wing,103.0,0.0,3.4132325e-05,LOW,0
AC05,Wing,106.0,0.0,6.6079425e-05,LOW,0
AC05,Wing,109.0,0.0,8.77259e-05,LOW,0
AC05,Wing,111.0,0.0,4.7338042e-05,LOW,0
AC05,Wing,112.0,0.0,0.0001933809,LOW,0
AC05,Wing,114.0,0.0,0.00018930128,LOW,0
AC05,Wing,115.0,0.0,6.718425e-05,LOW,0
AC05,Wing,116.0,0.0,3.952588e-05,LOW,0
AC05,Wing,118.0,0.0,3.4408844e-05,LOW,0
AC05,Wing,121.0,0.0,5.0827894e-05,LOW,0
AC05,Wing,124.0,0.0,6.904206e-05,LOW,0
AC05,Wing,128.0,0.0,5.016912e-05,LOW,0
AC05,Wing,131.0,0.0,5.0066366e-05,LOW,0
AC05,Wing,135.0,0.0,0.00012307787,LOW,0
AC05,Wing,137.0,0.0,9.034869e-05,LOW,0
AC05,Wing,138.0,0.0,0.00014368245,LOW,0
AC05,Wing,141.0,0.0,3.0710715e-05,LOW,0
AC05,Wing,145.0,0.0,2.9054334e-05,LOW,0
AC05,Wing,146.0,0.0,4.723374e-05,LOW,0
AC05,Wing,149.0,0.0,4.215405e-05,LOW,0
AC05,Wing,151.0,0.0,1.8866529e-05,LOW,0
AC05,Wing,155.0,0.0,3.7298974e-05,LOW,0
AC05,Wing,157.0,0.0,4.7694157e-05,LOW,0
AC05,Wing,160.0,0.0,6.413586e-05,LOW,0
AC05,Wing,164.0,0.0,5.6195844e-05,LOW,0
AC05,Wing,166.0,0.0,8.380083e-05,LOW,0
AC05,Wing,168.0,0.0,3.285713e-05,LOW,0
AC05,Wing,169.0,0.0,6.67052e-05,LOW,0
AC05,Wing,171.0,0.0,2.0374568e-05,LOW,0
AC05,Wing,172.0,0.0,2.3272569e-05,LOW,0
AC05,Wing,176.0,0.0,4.7465972e-05,LOW,0
AC05,Wing,179.0,0.0,4.928235e-05,LOW,0
AC05,Wing,181.0,0.0,4.4181314e-05,LOW,0
AC05,Wing,184.0,0.0,5.800326e-05,LOW,0
AC05,Wing,188.0,0.0,2.4617812e-05,LOW,0
AC05,Wing,192.0,0.0,4.9536127e-05,LOW,0
AC05,Wing,193.0,0.0,4.8640355e-05,LOW,0
AC05,Wing,195.0,0.0,2.4828496e-05,LOW,0
AC05,Wing,198.0,0.0,5.476682e-05,LOW,0
AC05,Wing,199.0,0.0,5.3778575e-05,LOW,0
AC05,Wing,202.0,0.0,9.9059456e-05,LOW,0
AC05,Wing,203.0,0.0,9.901101e-05,LOW,0
AC05,Wing,206.0,0.0,9.651918e-05,LOW,0
AC05,Wing,209.0,0.0,0.00012029766,LOW,0
AC05,Wing,212.0,0.0,4.4752756e-05,LOW,0
AC05,Wing,214.0,0.0,5.177841e-05,LOW,0
AC05,Wing,215.0,0.0,2.2751756e-05,LOW,0
AC05,Wing,216.0,0.0,3.408438e-05,LOW,0
AC05,Wing,218.0,0.0,3.195117e-05,LOW,0
AC05,Wing,219.0,0.0,1.6802323e-05,LOW,0
AC05,Wing,221.0,0.0,0.000107369626,LOW,0
AC05,Wing,225.0,0.0,6.780807e-05,LOW,0
AC05,Wing,226.0,0.0,8.7490145e-05,LOW,0
AC05,Wing,227.0,0.0,2.9084855e-05,LOW,0
AC05,Wing,229.0,0.0,5.8158395e-05,LOW,0
AC05,Wing,232.0,0.0,2.7802243e-05,LOW,0
AC05,Wing,236.0,0.0,3.276926e-05,LOW,0
AC05,Wing,240.0,0.0,2.9414698e-05,LOW,0
AC05,Wing,243.0,0.0,3.3745077e-05,LOW,0
AC05,Wing,246.0,0.0,3.192044e-05,LOW,0
AC05,Wing,248.0,0.0,6.1660714e-05,LOW,0
AC05,Wing,252.0,0.0,3.017029e-05,LOW,0
AC05,Wing,253.0,0.0,4.456431e-05,LOW,0
AC05,Wing,257.0,0.0,4.312774e-05,LOW,0
AC05,Wing,260.0,0.0,2.6958862e-05,LOW,0
AC05,Wing,262.0,0.0,3.5610716e-05,LOW,0
AC05,Wing,264.0,0.0,2.8712235e-05,LOW,0
AC05,Wing,268.0,0.0,3.0143603e-05,LOW,0
AC05,Wing,271.0,0.0,2.7623642e-05,LOW,0
AC05,Wing,273.0,0.0,3.038123e-05,LOW,0
AC05,Wing,277.0,0.0,0.00037924264,LOW,0
AC05,Wing,281.0,0.0,0.00035941423,LOW,0
AC05,Wing,282.0,0.0,0.0006870764,LOW,0
AC05,Wing,284.0,0.0,0.0007047326,LOW,0
AC05,Wing,287.0,0.0,0.00087767607,LOW,0
AC05,Wing,289.0,0.0,0.003531502,LOW,0
AC05,Wing,291.0,0.0,0.014678805,LOW,0
AC05,Wing,295.0,0.0,0.043401204,LOW,0
AC05,Wing,299.0,1.0,0.938579,CRITICAL,1
AC05,Wing,303.0,1.0,0.99921095,CRITICAL,1
AC05,Wing,306.0,1.0,0.9998129,CRITICAL,1
AC05,Wing,309.0,1.0,0.9994783,CRITICAL,1
AC05,Wing,312.0,1.0,0.9996132,CRITICAL,1
AC05,Wing,316.0,1.0,0.9409405,CRITICAL,1
AC05,Wing,318.0,1.0,0.9993672,CRITICAL,1
AC05,Wing,320.0,1.0,0.99857855,CRITICAL,1
AC05,Wing,322.0,1.0,0.8486588,CRITICAL,1
AC05,Wing,324.0,1.0,0.9986337,CRITICAL,1
AC05,Wing,328.0,0.0,0.08250853,LOW,0
AC05,Wing,331.0,0.0,0.13624349,LOW,0
AC05,Wing,332.0,0.0,0.10098512,LOW,0
AC05,Wing,334.0,0.0,0.0884081,LOW,0
AC05,Wing,336.0,0.0,0.027501523,LOW,0
AC05,Wing,340.0,0.0,0.0013760764,LOW,0
AC05,Wing,342.0,0.0,0.003526026,LOW,0
AC05,Wing,346.0,0.0,7.407327e-05,LOW,0
AC05,Wing,350.0,0.0,8.5207044e-05,LOW,0
AC05,Wing,354.0,0.0,3.954567e-05,LOW,0
AC05,Wing,358.0,0.0,5.9623064e-05,LOW,0
AC05,Wing,359.0,0.0,6.312335e-05,LOW,0
AC05,Wing,360.0,0.0,3.4975925e-05,LOW,0
AC05,Wing,363.0,0.0,2.5104155e-05,LOW,0
AC05,Wing,364.0,0.0,3.9903774e-05,LOW,0
AC05,Wing,367.0,0.0,4.6828343e-05,LOW,0
AC05,Wing,368.0,0.0,0.00013787848,LOW,0
AC05,Wing,369.0,0.0,0.00013804766,LOW,0
AC05,Wing,372.0,0.0,5.651372e-05,LOW,0
AC05,Wing,376.0,0.0,4.770976e-05,LOW,0
AC05,Wing,379.0,0.0,3.1431242e-05,LOW,0
AC06,LandingGear,3.0,0.0,0.00062345515,LOW,0
AC06,LandingGear,5.0,0.0,7.847777e-05,LOW,0
AC06,LandingGear,7.0,0.0,4.444509e-05,LOW,0
AC06,LandingGear,11.0,0.0,4.374964e-05,LOW,0
AC06,LandingGear,15.0,0.0,7.289436e-05,LOW,0
AC06,LandingGear,17.0,0.0,7.3341165e-05,LOW,0
AC06,LandingGear,18.0,0.0,4.0032643e-05,LOW,0
AC06,LandingGear,21.0,0.0,4.5412246e-05,LOW,0
AC06,LandingGear,22.0,0.0,9.877666e-05,LOW,0
AC06,LandingGear,26.0,0.0,7.88115e-05,LOW,0
AC06,LandingGear,30.0,0.0,4.5047902e-05,LOW,0
AC06,LandingGear,31.0,0.0,4.2705542e-05,LOW,0
AC06,LandingGear,35.0,0.0,0.00015344603,LOW,0
AC06,LandingGear,37.0,0.0,4.421461e-05,LOW,0
AC06,LandingGear,38.0,0.0,3.38557e-05,LOW,0
AC06,LandingGear,42.0,0.0,6.0692833e-05,LOW,0
AC06,LandingGear,45.0,0.0,5.7638732e-05,LOW,0
AC06,LandingGear,47.0,0.0,4.0629628e-05,LOW,0
AC06,LandingGear,50.0,0.0,0.00016767305,LOW,0
AC06,LandingGear,53.0,0.0,6.372885e-05,LOW,0
AC06,LandingGear,57.0,0.0,0.00018599932,LOW,0
AC06,LandingGear,59.0,0.0,8.5768224e-05,LOW,0
AC06,LandingGear,62.0,0.0,4.0097784e-05,LOW,0
AC06,LandingGear,63.0,0.0,0.00013874775,LOW,0
AC06,LandingGear,64.0,0.0,3.585316e-05,LOW,0
AC06,LandingGear,68.0,0.0,3.4064167e-05,LOW,0
AC06,LandingGear,69.0,0.0,4.4998527e-05,LOW,0
AC06,LandingGear,72.0,0.0,4.703099e-05,LOW,0
AC06,LandingGear,74.0,0.0,5.5909553e-05,LOW,0
AC06,LandingGear,76.0,0.0,5.6582314e-05,LOW,0
AC06,LandingGear,77.0,0.0,3.6244717e-05,LOW,0
AC06,LandingGear,81.0,0.0,0.00011775942,LOW,0
AC06,LandingGear,83.0,0.0,5.42098e-05,LOW,0
AC06,LandingGear,85.0,0.0,5.6565965e-05,LOW,0
AC06,LandingGear,86.0,0.0,5.7641424e-05,LOW,0
AC06,LandingGear,90.0,0.0,7.180841e-05,LOW,0
AC06,LandingGear,92.0,0.0,6.350923e-05,LOW,0
AC06,LandingGear,95.0,0.0,9.84605e-05,LOW,0
AC06,LandingGear,97.0,0.0,9.809435e-05,LOW,0
AC06,LandingGear,100.0,0.0,0.00013883258,LOW,0
AC06,LandingGear,104.0,0.0,8.0669386e-05,LOW,0
AC06,LandingGear,107.0,0.0,7.732029e-05,LOW,0
AC06,LandingGear,111.0,0.0,3.978534e-05,LOW,0
AC06,LandingGear,112.0,0.0,4.365907e-05,LOW,0
AC06,LandingGear,116.0,0.0,4.4701104e-05,LOW,0
AC06,LandingGear,118.0,0.0,0.00020922154,LOW,0
AC06,LandingGear,119.0,0.0,9.9632874e-05,LOW,0
AC06,LandingGear,122.0,0.0,0.00018588656,LOW,0
AC06,LandingGear,125.0,0.0,9.377236e-05,LOW,0
AC06,LandingGear,128.0,0.0,0.00013594868,LOW,0
AC06,LandingGear,131.0,0.0,9.373177e-05,LOW,0
AC06,LandingGear,135.0,0.0,8.669007e-05,LOW,0
AC06,LandingGear,139.0,0.0,6.197906e-05,LOW,0
AC06,LandingGear,141.0,0.0,4.705835e-05,LOW,0
AC06,LandingGear,143.0,0.0,6.68212e-05,LOW,0
AC06,LandingGear,145.0,0.0,3.1471165e-05,LOW,0
AC06,LandingGear,149.0,0.0,7.2010356e-05,LOW,0
AC06,LandingGear,150.0,0.0,0.00011204322,LOW,0
AC06,LandingGear,151.0,0.0,7.556316e-05,LOW,0
AC06,LandingGear,155.0,0.0,4.3709813e-05,LOW,0
AC06,LandingGear,157.0,0.0,6.531455e-05,LOW,0
AC06,LandingGear,160.0,0.0,4.4772307e-05,LOW,0
AC06,LandingGear,161.0,0.0,0.00012797158,LOW,0
AC06,LandingGear,165.0,0.0,9.574567e-05,LOW,0
AC06,LandingGear,169.0,0.0,0.00011232168,LOW,0
AC06,LandingGear,171.0,0.0,0.00048734702,LOW,0
AC06,LandingGear,173.0,0.0,0.00043716663,LOW,0
AC06,LandingGear,174.0,0.0,3.832515e-05,LOW,0
AC06,LandingGear,175.0,0.0,5.856534e-05,LOW,0
AC06,LandingGear,178.0,0.0,6.6372144e-05,LOW,0
AC06,LandingGear,181.0,0.0,5.1377498e-05,LOW,0
AC06,LandingGear,184.0,0.0,0.00015656798,LOW,0
AC06,LandingGear,187.0,0.0,3.825701e-05,LOW,0
AC06,LandingGear,191.0,0.0,4.799597e-05,LOW,0
AC06,LandingGear,194.0,0.0,2.4259165e-05,LOW,0
AC06,LandingGear,197.0,0.0,5.7342957e-05,LOW,0
AC06,LandingGear,201.0,0.0,3.2226028e-05,LOW,0
AC06,LandingGear,202.0,0.0,5.428512e-05,LOW,0
AC06,LandingGear,204.0,0.0,3.2648233e-05,LOW,0
AC06,LandingGear,208.0,0.0,5.2333202e-05,LOW,0
AC06,LandingGear,211.0,0.0,6.84954e-05,LOW,0
AC06,LandingGear,215.0,0.0,7.186438e-05,LOW,0
AC06,LandingGear,216.0,0.0,0.0001377233,LOW,0
AC06,LandingGear,217.0,0.0,0.0027597004,LOW,0
AC06,LandingGear,221.0,0.0,0.0002522524,LOW,0
AC06,LandingGear,222.0,0.0,0.00035699038,LOW,0
AC06,LandingGear,223.0,0.0,5.7648245e-05,LOW,0
AC06,LandingGear,226.0,0.0,8.5852094e-05,LOW,0
AC06,LandingGear,228.0,0.0,4.2583746e-05,LOW,0
AC06,LandingGear,230.0,0.0,4.3863474e-05,LOW,0
AC06,LandingGear,233.0,0.0,5.677755e-05,LOW,0
AC06,LandingGear,235.0,0.0,8.103831e-05,LOW,0
AC06,LandingGear,239.0,0.0,4.8804e-05,LOW,0
AC06,LandingGear,240.0,0.0,2.8620898e-05,LOW,0
AC06,LandingGear,243.0,0.0,3.4216017e-05,LOW,0
AC06,LandingGear,247.0,0.0,6.503412e-05,LOW,0
AC06,LandingGear,250.0,0.0,4.0997038e-05,LOW,0
AC06,LandingGear,252.0,0.0,6.620096e-05,LOW,0
AC06,LandingGear,255.0,0.0,2.4454766e-05,LOW,0
AC06,LandingGear,257.0,0.0,3.6701716e-05,LOW,0
AC06,LandingGear,260.0,0.0,3.2286876e-05,LOW,0
AC06,LandingGear,263.0,0.0,7.0070346e-05,LOW,0
AC06,LandingGear,267.0,0.0,6.601764e-05,LOW,0
AC06,LandingGear,268.0,0.0,6.226578e-05,LOW,0
AC06,LandingGear,271.0,0.0,4.7763337e-05,LOW,0
AC06,LandingGear,272.0,0.0,7.942412e-05,LOW,0
AC06,LandingGear,274.0,0.0,2.9454613e-05,LOW,0
AC06,LandingGear,275.0,0.0,3.7041948e-05,LOW,0
AC06,LandingGear,279.0,0.0,5.5452743e-05,LOW,0
AC06,LandingGear,283.0,0.0,5.883723e-05,LOW,0
AC06,LandingGear,286.0,0.0,4.7434885e-05,LOW,0
AC06,LandingGear,289.0,0.0,3.4522007e-05,LOW,0
AC06,LandingGear,293.0,0.0,3.2990567e-05,LOW,0
AC06,LandingGear,294.0,0.0,3.7871985e-05,LOW,0
AC06,LandingGear,295.0,0.0,5.3329204e-05,LOW,0
AC06,LandingGear,296.0,0.0,3.43571e-05,LOW,0
AC06,LandingGear,297.0,0.0,6.665681e-05,LOW,0
AC06,LandingGear,301.0,0.0,3.391836e-05,LOW,0
AC06,LandingGear,302.0,0.0,6.282986e-05,LOW,0
AC06,LandingGear,304.0,0.0,6.6187014e-05,LOW,0
AC06,LandingGear,307.0,0.0,2.8853898e-05,LOW,0
AC06,LandingGear,309.0,0.0,0.00011709429,LOW,0
AC06,LandingGear,311.0,0.0,0.00010408462,LOW,0
AC06,LandingGear,314.0,0.0,7.312775e-05,LOW,0
AC06,LandingGear,318.0,0.0,8.664701e-05,LOW,0
AC06,LandingGear,322.0,0.0,7.479293e-05,LOW,0
AC06,LandingGear,326.0,0.0,5.695162e-05,LOW,0
AC06,LandingGear,329.0,0.0,2.7465772e-05,LOW,0
AC06,LandingGear,332.0,0.0,0.00011035548,LOW,0
